#,id,condition_text,else_text,end_line,parse_mode,program_id,raw_snippet,rule_type,start_line,subject_text,then_text,when_text,when_index,is_when_other,evaluate_boolean_mode
40,38,WA-SALES-AMOUNT > 0,MOVE 'UH-OH' TO REGION-COMMENT,412,FULL,928,"IF WA-SALES-AMOUNT > 0
       ADD  WA-SALES-AMOUNT  TO REGION-SALES
       MOVE WA-SALES-AMOUNT  TO CALC-SALES
       MOVE 0 TO CALC-COMMISSION
       MOVE 'S' TO EMP-TYPE
       CALL 'CWKTSUBC' USING EMP-TYPE
                             CALC-SALES
                             CALC-COMMISSION
    ELSE
       MOVE 'UH-OH' TO REGION-COMMENT",IF,403,,ADD WA-SALES-AMOUNT TO REGION-SALES MOVE WA-SALES-AMOUNT TO CALC-SALES MOVE 0 TO CALC-COMMISSION MOVE 'S' TO EMP-TYPE CALL 'CWKTSUBC' USING EMP-TYPE CALC-SALES CALC-COMMISSION,,,,
41,39,VALID-REGION,,473,FULL,928,"IF VALID-REGION
        MOVE WA-EMP-NAME TO HOLD-NAME
        MOVE REGION-ID
                         TO HOLD-REGION
        MOVE WA-EMP-TYPE TO HOLD-TYPE
        MOVE WA-EMP-HIRE-DATE TO HOLD-HIRE-DATE
        MOVE YRS-OF-SERVICE TO HOLD-YEARS
        MOVE EMP-COMPENSATION
                         TO HOLD-TOTAL
        IF HOURLY
           DISPLAY 'IN HOURLY'
           MOVE EMP-WAGES TO HOLD-WAGES
           MOVE OT-AMOUNT TO HOLD-OT
           MOVE ZEROS     TO HOLD-COMM
           MOVE EMP-WAGES TO SALARY
           MOVE OT-AMOUNT TO OVERTIME
           MOVE ZEROS TO COMM
           DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
           IF CURSOR-FETCHED
             DISPLAY 'HOURLY UPDATE-SWITCH 1= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           ELSE
             DISPLAY 'HOURLY UPDATE-SWITCH 2= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
          END-IF
        ELSE
           DISPLAY 'IN SALES '
           MOVE WA-SALES-SALARY
                          TO HOLD-WAGES
           MOVE CALC-COMMISSION
                          TO HOLD-COMM
           MOVE ZERO      TO HOLD-OT
           MOVE CALC-COMMISSION TO COMM
           MOVE WA-SALES-SALARY TO SALARY
           MOVE ZERO TO OVERTIME
           DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
           IF CURSOR-OPEN OR CURSOR-FETCHED
             DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           ELSE
             DISPLAY 'SECOND IN ELSE SALES '
             DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           END-IF
        END-IF",IF,429,,"MOVE WA-EMP-NAME TO HOLD-NAME MOVE REGION-ID TO HOLD-REGION MOVE WA-EMP-TYPE TO HOLD-TYPE MOVE WA-EMP-HIRE-DATE TO HOLD-HIRE-DATE MOVE YRS-OF-SERVICE TO HOLD-YEARS MOVE EMP-COMPENSATION TO HOLD-TOTAL IF HOURLY DISPLAY 'IN HOURLY' MOVE EMP-WAGES TO HOLD-WAGES MOVE OT-AMOUNT TO HOLD-OT MOVE ZEROS TO HOLD-COMM MOVE EMP-WAGES TO SALARY MOVE OT-AMOUNT TO OVERTIME MOVE ZEROS TO COMM DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF CURSOR-FETCHED DISPLAY 'HOURLY UPDATE-SWITCH 1= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" ELSE DISPLAY 'HOURLY UPDATE-SWITCH 2= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" END-IF ELSE DISPLAY 'IN SALES ' MOVE WA-SALES-SALARY TO HOLD-WAGES MOVE CALC-COMMISSION TO HOLD-COMM MOVE ZERO TO HOLD-OT MOVE CALC-COMMISSION TO COMM MOVE WA-SALES-SALARY TO SALARY MOVE ZERO TO OVERTIME DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF CURSOR-OPEN OR CURSOR-FETCHED DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" ELSE DISPLAY 'SECOND IN ELSE SALES ' DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" END-IF END-IF",,,,
42,40,HOURLY,"DISPLAY 'IN SALES ' MOVE WA-SALES-SALARY TO HOLD-WAGES MOVE CALC-COMMISSION TO HOLD-COMM MOVE ZERO TO HOLD-OT MOVE CALC-COMMISSION TO COMM MOVE WA-SALES-SALARY TO SALARY MOVE ZERO TO OVERTIME DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF CURSOR-OPEN OR CURSOR-FETCHED DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" ELSE DISPLAY 'SECOND IN ELSE SALES ' DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" END-IF",473,FULL,928,"IF HOURLY
           DISPLAY 'IN HOURLY'
           MOVE EMP-WAGES TO HOLD-WAGES
           MOVE OT-AMOUNT TO HOLD-OT
           MOVE ZEROS     TO HOLD-COMM
           MOVE EMP-WAGES TO SALARY
           MOVE OT-AMOUNT TO OVERTIME
           MOVE ZEROS TO COMM
           DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
           IF CURSOR-FETCHED
             DISPLAY 'HOURLY UPDATE-SWITCH 1= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           ELSE
             DISPLAY 'HOURLY UPDATE-SWITCH 2= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
          END-IF
        ELSE
           DISPLAY 'IN SALES '
           MOVE WA-SALES-SALARY
                          TO HOLD-WAGES
           MOVE CALC-COMMISSION
                          TO HOLD-COMM
           MOVE ZERO      TO HOLD-OT
           MOVE CALC-COMMISSION TO COMM
           MOVE WA-SALES-SALARY TO SALARY
           MOVE ZERO TO OVERTIME
           DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
           IF CURSOR-OPEN OR CURSOR-FETCHED
             DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           ELSE
             DISPLAY 'SECOND IN ELSE SALES '
             DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           END-IF
        END-IF",IF,438,,"DISPLAY 'IN HOURLY' MOVE EMP-WAGES TO HOLD-WAGES MOVE OT-AMOUNT TO HOLD-OT MOVE ZEROS TO HOLD-COMM MOVE EMP-WAGES TO SALARY MOVE OT-AMOUNT TO OVERTIME MOVE ZEROS TO COMM DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF CURSOR-FETCHED DISPLAY 'HOURLY UPDATE-SWITCH 1= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" ELSE DISPLAY 'HOURLY UPDATE-SWITCH 2= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB"" END-IF",,,,
43,41,CURSOR-FETCHED,"DISPLAY 'HOURLY UPDATE-SWITCH 2= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB""",453,FULL,928,"IF CURSOR-FETCHED
             DISPLAY 'HOURLY UPDATE-SWITCH 1= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           ELSE
             DISPLAY 'HOURLY UPDATE-SWITCH 2= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
          END-IF",IF,447,,"DISPLAY 'HOURLY UPDATE-SWITCH 1= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB""",,,,
44,42,CURSOR-OPEN OR CURSOR-FETCHED,"DISPLAY 'SECOND IN ELSE SALES ' DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB""",472,FULL,928,"IF CURSOR-OPEN OR CURSOR-FETCHED
             DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           ELSE
             DISPLAY 'SECOND IN ELSE SALES '
             DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH
DISPLAY ""EXEC_BLOCK_STUB""
           END-IF",IF,465,,"DISPLAY 'SALES UPDATE SWITCH= ' WS-CURSOR-SWITCH DISPLAY ""EXEC_BLOCK_STUB""",,,,
45,43,NORTH,IF SOUTH ADD 1 TO SOUTH-COUNT SET HOLD-IX TO SOUTH-COUNT ELSE IF EAST ADD 1 TO EAST-COUNT SET HOLD-IX TO EAST-COUNT ELSE IF WEST ADD 1 TO WEST-COUNT SET HOLD-IX TO WEST-COUNT ELSE MOVE 'Y' TO REGION-ERROR-SW,493,FULL,928,"IF NORTH
        ADD 1 TO NORTH-COUNT
        SET HOLD-IX TO NORTH-COUNT
    ELSE
        IF SOUTH
            ADD 1 TO SOUTH-COUNT
            SET HOLD-IX TO SOUTH-COUNT
        ELSE
            IF EAST
                ADD 1 TO EAST-COUNT
                SET HOLD-IX TO EAST-COUNT
            ELSE
                IF WEST
                    ADD 1 TO WEST-COUNT
                    SET HOLD-IX TO WEST-COUNT
                ELSE
                    MOVE 'Y' TO REGION-ERROR-SW",IF,477,,ADD 1 TO NORTH-COUNT SET HOLD-IX TO NORTH-COUNT,,,,
46,44,SOUTH,IF EAST ADD 1 TO EAST-COUNT SET HOLD-IX TO EAST-COUNT ELSE IF WEST ADD 1 TO WEST-COUNT SET HOLD-IX TO WEST-COUNT ELSE MOVE 'Y' TO REGION-ERROR-SW,493,FULL,928,"IF SOUTH
            ADD 1 TO SOUTH-COUNT
            SET HOLD-IX TO SOUTH-COUNT
        ELSE
            IF EAST
                ADD 1 TO EAST-COUNT
                SET HOLD-IX TO EAST-COUNT
            ELSE
                IF WEST
                    ADD 1 TO WEST-COUNT
                    SET HOLD-IX TO WEST-COUNT
                ELSE
                    MOVE 'Y' TO REGION-ERROR-SW",IF,481,,ADD 1 TO SOUTH-COUNT SET HOLD-IX TO SOUTH-COUNT,,,,
47,95,PARM-LTH = 0,PERFORM 9800-BAD-PARM,491,FULL,933,"IF PARM-LTH = 0
            MOVE 1 TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",IF,488,,MOVE 1 TO START-NUMBER,,,,
48,46,WEST,MOVE 'Y' TO REGION-ERROR-SW,493,FULL,928,"IF WEST
                    ADD 1 TO WEST-COUNT
                    SET HOLD-IX TO WEST-COUNT
                ELSE
                    MOVE 'Y' TO REGION-ERROR-SW",IF,489,,ADD 1 TO WEST-COUNT SET HOLD-IX TO WEST-COUNT,,,,
49,47,VALID-REGION,,495,FULL,928,"IF VALID-REGION
        SET REG-IX TO WA-EMP-REGION",IF,494,,SET REG-IX TO WA-EMP-REGION,,,,
50,48,EMP-LINE-COUNT GREATER THAN 55,,520,FULL,928,"IF EMP-LINE-COUNT GREATER THAN 55
          PERFORM 6200-PRINT-EMPLOYEE-HEADERS",IF,519,,PERFORM 6200-PRINT-EMPLOYEE-HEADERS,,,,
51,49,REG-LINE-COUNT GREATER THAN 55,,558,FULL,928,"IF REG-LINE-COUNT GREATER THAN 55
        PERFORM 7100-PRINT-REGION-HEADERS",IF,557,,PERFORM 7100-PRINT-REGION-HEADERS,,,,
52,50,REGION-SUB = 4,,579,FULL,928,"IF REGION-SUB = 4
       WRITE REPORT-RECORD FROM BLANK-LINE
       MOVE GRAND-TOTAL-MGMT TO MGMT-GRAND-TOTAL
       WRITE REPORT-RECORD FROM MGMT-TOTAL-DTL",IF,576,,WRITE REPORT-RECORD FROM BLANK-LINE MOVE GRAND-TOTAL-MGMT TO MGMT-GRAND-TOTAL WRITE REPORT-RECORD FROM MGMT-TOTAL-DTL,,,,
53,51,EOF-SW NOT EQUAL TO 'Y',,618,FULL,928,"IF EOF-SW NOT EQUAL TO 'Y' THEN
DISPLAY ""EXEC_BLOCK_STUB""
       IF SQLCODE NOT EQUAL TO 0 THEN
          MOVE ' ' TO WS-CURSOR-SWITCH
          MOVE SQLCODE TO WS-DISPLAY-SQLCODE
          DISPLAY 'ERROR ON OPEN CURSOR - SQLCODE = '
          WS-DISPLAY-SQLCODE
       ELSE
          MOVE 'O' TO WS-CURSOR-SWITCH
       END-IF
    END-IF",IF,608,,"DISPLAY ""EXEC_BLOCK_STUB"" IF SQLCODE NOT EQUAL TO 0 THEN MOVE ' ' TO WS-CURSOR-SWITCH MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON OPEN CURSOR - SQLCODE = ' WS-DISPLAY-SQLCODE ELSE MOVE 'O' TO WS-CURSOR-SWITCH END-IF",,,,
54,52,SQLCODE NOT EQUAL TO 0,MOVE 'O' TO WS-CURSOR-SWITCH,617,FULL,928,"IF SQLCODE NOT EQUAL TO 0 THEN
          MOVE ' ' TO WS-CURSOR-SWITCH
          MOVE SQLCODE TO WS-DISPLAY-SQLCODE
          DISPLAY 'ERROR ON OPEN CURSOR - SQLCODE = '
          WS-DISPLAY-SQLCODE
       ELSE
          MOVE 'O' TO WS-CURSOR-SWITCH
       END-IF",IF,610,,MOVE ' ' TO WS-CURSOR-SWITCH MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON OPEN CURSOR - SQLCODE = ' WS-DISPLAY-SQLCODE,,,,
55,53,EOF-SW NOT EQUAL TO 'Y',,663,FULL,928,"IF EOF-SW NOT EQUAL TO 'Y' THEN
DISPLAY ""EXEC_BLOCK_STUB""
       MOVE SQLCODE TO WS-DISPLAY-SQLCODE
       DISPLAY 'SQLCODE ON FETCH - SQLCODE = '
          WS-DISPLAY-SQLCODE
       IF SQLCODE = 0 THEN
          MOVE 'F' TO WS-CURSOR-SWITCH
          MOVE EMP-NUM TO WA-EMP-NUM
          MOVE WAGE-TYPE  TO WA-EMP-TYPE
          MOVE REGION TO WA-EMP-REGION
          MOVE HOURS TO WA-EMP-HOURS
          MOVE STATE TO WA-EMP-STATE
          MOVE ZIP   TO WA-EMP-ZIP
          MOVE HOURS TO WA-EMP-HOURS
          MOVE SALARY TO WA-EMP-RATE
          MOVE HIREDATE TO WA-EMP-HIRE-DATE
       END-IF
       IF SQLCODE = 100 THEN
          IF NOT DELETED THEN
             DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
             MOVE WA-EMP-NUM TO EMP-NUM
             MOVE WA-EMP-HOURS TO HOURS
             MOVE WA-EMP-TYPE  TO WAGE-TYPE
             MOVE WA-EMP-HIRE-DATE TO HIREDATE
             DISPLAY 'EMP-NUM= '  EMP-NUM
             DISPLAY 'WAGE-TYPE= '  WAGE-TYPE
             DISPLAY 'WA-EMP-TYPE= '  WA-EMP-TYPE
             DISPLAY 'HIREDATE= '  HIREDATE
             MOVE WA-EMP-REGION TO REGION
DISPLAY ""EXEC_BLOCK_STUB""
                DISPLAY 'AFTER INSERT WS-CURSOR-SWITCH= '
                WS-CURSOR-SWITCH
                IF SQLCODE NOT EQUAL TO 0 THEN
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'ERROR ON INSERT - SQLCODE = '
                    WS-DISPLAY-SQLCODE
                ELSE
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'INSERT SUCCESSFUL-SQLCODE = '
                    WS-DISPLAY-SQLCODE
                END-IF
          END-IF
       END-IF
       ADD 1 TO RECORDS-READ
    END-IF",IF,619,,"DISPLAY ""EXEC_BLOCK_STUB"" MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'SQLCODE ON FETCH - SQLCODE = ' WS-DISPLAY-SQLCODE IF SQLCODE = 0 THEN MOVE 'F' TO WS-CURSOR-SWITCH MOVE EMP-NUM TO WA-EMP-NUM MOVE WAGE-TYPE TO WA-EMP-TYPE MOVE REGION TO WA-EMP-REGION MOVE HOURS TO WA-EMP-HOURS MOVE STATE TO WA-EMP-STATE MOVE ZIP TO WA-EMP-ZIP MOVE HOURS TO WA-EMP-HOURS MOVE SALARY TO WA-EMP-RATE MOVE HIREDATE TO WA-EMP-HIRE-DATE END-IF IF SQLCODE = 100 THEN IF NOT DELETED THEN DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH MOVE WA-EMP-NUM TO EMP-NUM MOVE WA-EMP-HOURS TO HOURS MOVE WA-EMP-TYPE TO WAGE-TYPE MOVE WA-EMP-HIRE-DATE TO HIREDATE DISPLAY 'EMP-NUM= ' EMP-NUM DISPLAY 'WAGE-TYPE= ' WAGE-TYPE DISPLAY 'WA-EMP-TYPE= ' WA-EMP-TYPE DISPLAY 'HIREDATE= ' HIREDATE MOVE WA-EMP-REGION TO REGION DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY 'AFTER INSERT WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF SQLCODE NOT EQUAL TO 0 THEN MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON INSERT - SQLCODE = ' WS-DISPLAY-SQLCODE ELSE MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'INSERT SUCCESSFUL-SQLCODE = ' WS-DISPLAY-SQLCODE END-IF END-IF END-IF ADD 1 TO RECORDS-READ",,,,
56,54,SQLCODE = 0,,635,FULL,928,"IF SQLCODE = 0 THEN
          MOVE 'F' TO WS-CURSOR-SWITCH
          MOVE EMP-NUM TO WA-EMP-NUM
          MOVE WAGE-TYPE  TO WA-EMP-TYPE
          MOVE REGION TO WA-EMP-REGION
          MOVE HOURS TO WA-EMP-HOURS
          MOVE STATE TO WA-EMP-STATE
          MOVE ZIP   TO WA-EMP-ZIP
          MOVE HOURS TO WA-EMP-HOURS
          MOVE SALARY TO WA-EMP-RATE
          MOVE HIREDATE TO WA-EMP-HIRE-DATE
       END-IF",IF,624,,MOVE 'F' TO WS-CURSOR-SWITCH MOVE EMP-NUM TO WA-EMP-NUM MOVE WAGE-TYPE TO WA-EMP-TYPE MOVE REGION TO WA-EMP-REGION MOVE HOURS TO WA-EMP-HOURS MOVE STATE TO WA-EMP-STATE MOVE ZIP TO WA-EMP-ZIP MOVE HOURS TO WA-EMP-HOURS MOVE SALARY TO WA-EMP-RATE MOVE HIREDATE TO WA-EMP-HIRE-DATE,,,,
57,55,SQLCODE = 100,,661,FULL,928,"IF SQLCODE = 100 THEN
          IF NOT DELETED THEN
             DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
             MOVE WA-EMP-NUM TO EMP-NUM
             MOVE WA-EMP-HOURS TO HOURS
             MOVE WA-EMP-TYPE  TO WAGE-TYPE
             MOVE WA-EMP-HIRE-DATE TO HIREDATE
             DISPLAY 'EMP-NUM= '  EMP-NUM
             DISPLAY 'WAGE-TYPE= '  WAGE-TYPE
             DISPLAY 'WA-EMP-TYPE= '  WA-EMP-TYPE
             DISPLAY 'HIREDATE= '  HIREDATE
             MOVE WA-EMP-REGION TO REGION
DISPLAY ""EXEC_BLOCK_STUB""
                DISPLAY 'AFTER INSERT WS-CURSOR-SWITCH= '
                WS-CURSOR-SWITCH
                IF SQLCODE NOT EQUAL TO 0 THEN
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'ERROR ON INSERT - SQLCODE = '
                    WS-DISPLAY-SQLCODE
                ELSE
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'INSERT SUCCESSFUL-SQLCODE = '
                    WS-DISPLAY-SQLCODE
                END-IF
          END-IF
       END-IF",IF,636,,"IF NOT DELETED THEN DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH MOVE WA-EMP-NUM TO EMP-NUM MOVE WA-EMP-HOURS TO HOURS MOVE WA-EMP-TYPE TO WAGE-TYPE MOVE WA-EMP-HIRE-DATE TO HIREDATE DISPLAY 'EMP-NUM= ' EMP-NUM DISPLAY 'WAGE-TYPE= ' WAGE-TYPE DISPLAY 'WA-EMP-TYPE= ' WA-EMP-TYPE DISPLAY 'HIREDATE= ' HIREDATE MOVE WA-EMP-REGION TO REGION DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY 'AFTER INSERT WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF SQLCODE NOT EQUAL TO 0 THEN MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON INSERT - SQLCODE = ' WS-DISPLAY-SQLCODE ELSE MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'INSERT SUCCESSFUL-SQLCODE = ' WS-DISPLAY-SQLCODE END-IF END-IF",,,,
58,76,GOOD-PARM,,275,FULL,933,"IF GOOD-PARM
       PERFORM 9200-INIT
       PERFORM 8000-READ-INPUT
            UNTIL RECORDS-READ = START-NUMBER
            OR END-OF-FILE
       PERFORM 1000-PROCESS-DATA
             UNTIL END-OF-FILE
       PERFORM 6000-PRINT-EMPLOYEE-REPORT
       MOVE 1 TO REGION-SUB
       IF END-OF-MONTH
           PERFORM 7000-PRINT-REGION-REPORT
                 UNTIL REGION-SUB > 4",IF,264,,PERFORM 9200-INIT PERFORM 8000-READ-INPUT UNTIL RECORDS-READ = START-NUMBER OR END-OF-FILE PERFORM 1000-PROCESS-DATA UNTIL END-OF-FILE PERFORM 6000-PRINT-EMPLOYEE-REPORT MOVE 1 TO REGION-SUB IF END-OF-MONTH PERFORM 7000-PRINT-REGION-REPORT UNTIL REGION-SUB > 4,,,,
59,77,END-OF-MONTH,,275,FULL,933,"IF END-OF-MONTH
           PERFORM 7000-PRINT-REGION-REPORT
                 UNTIL REGION-SUB > 4",IF,273,,PERFORM 7000-PRINT-REGION-REPORT UNTIL REGION-SUB > 4,,,,
60,96,NOT INFILE-EOF,,55,FULL,934,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",IF,52,,MOVE TEXT-PORTION TO MESSANGER MOVE SPACES TO CC,,,,
61,56,NOT DELETED,,660,FULL,928,"IF NOT DELETED THEN
             DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH
             MOVE WA-EMP-NUM TO EMP-NUM
             MOVE WA-EMP-HOURS TO HOURS
             MOVE WA-EMP-TYPE  TO WAGE-TYPE
             MOVE WA-EMP-HIRE-DATE TO HIREDATE
             DISPLAY 'EMP-NUM= '  EMP-NUM
             DISPLAY 'WAGE-TYPE= '  WAGE-TYPE
             DISPLAY 'WA-EMP-TYPE= '  WA-EMP-TYPE
             DISPLAY 'HIREDATE= '  HIREDATE
             MOVE WA-EMP-REGION TO REGION
DISPLAY ""EXEC_BLOCK_STUB""
                DISPLAY 'AFTER INSERT WS-CURSOR-SWITCH= '
                WS-CURSOR-SWITCH
                IF SQLCODE NOT EQUAL TO 0 THEN
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'ERROR ON INSERT - SQLCODE = '
                    WS-DISPLAY-SQLCODE
                ELSE
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'INSERT SUCCESSFUL-SQLCODE = '
                    WS-DISPLAY-SQLCODE
                END-IF
          END-IF",IF,637,,"DISPLAY 'WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH MOVE WA-EMP-NUM TO EMP-NUM MOVE WA-EMP-HOURS TO HOURS MOVE WA-EMP-TYPE TO WAGE-TYPE MOVE WA-EMP-HIRE-DATE TO HIREDATE DISPLAY 'EMP-NUM= ' EMP-NUM DISPLAY 'WAGE-TYPE= ' WAGE-TYPE DISPLAY 'WA-EMP-TYPE= ' WA-EMP-TYPE DISPLAY 'HIREDATE= ' HIREDATE MOVE WA-EMP-REGION TO REGION DISPLAY ""EXEC_BLOCK_STUB"" DISPLAY 'AFTER INSERT WS-CURSOR-SWITCH= ' WS-CURSOR-SWITCH IF SQLCODE NOT EQUAL TO 0 THEN MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON INSERT - SQLCODE = ' WS-DISPLAY-SQLCODE ELSE MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'INSERT SUCCESSFUL-SQLCODE = ' WS-DISPLAY-SQLCODE END-IF",,,,
62,57,SQLCODE NOT EQUAL TO 0,MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'INSERT SUCCESSFUL-SQLCODE = ' WS-DISPLAY-SQLCODE,659,FULL,928,"IF SQLCODE NOT EQUAL TO 0 THEN
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'ERROR ON INSERT - SQLCODE = '
                    WS-DISPLAY-SQLCODE
                ELSE
                    MOVE SQLCODE TO WS-DISPLAY-SQLCODE
                    DISPLAY 'INSERT SUCCESSFUL-SQLCODE = '
                    WS-DISPLAY-SQLCODE
                END-IF",IF,651,,MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON INSERT - SQLCODE = ' WS-DISPLAY-SQLCODE,,,,
63,58,SQLCODE NOT EQUAL TO 0,,676,FULL,928,"IF SQLCODE NOT EQUAL TO 0
      MOVE SQLCODE TO WS-DISPLAY-SQLCODE
       DISPLAY 'ERROR ON SELECT COUNT - SQLCODE = '
       WS-DISPLAY-SQLCODE
    END-IF",IF,672,,MOVE SQLCODE TO WS-DISPLAY-SQLCODE DISPLAY 'ERROR ON SELECT COUNT - SQLCODE = ' WS-DISPLAY-SQLCODE,,,,
64,59,PARM-LTH = 5,,689,FULL,928,"IF PARM-LTH = 5
        IF PARM-DATA IS NUMERIC
            MOVE PARM-DATA TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM
    ELSE
        IF PARM-LTH = 0
            MOVE 1 TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",IF,680,,IF PARM-DATA IS NUMERIC MOVE PARM-DATA TO START-NUMBER ELSE PERFORM 9800-BAD-PARM ELSE IF PARM-LTH = 0 MOVE 1 TO START-NUMBER ELSE PERFORM 9800-BAD-PARM,,,,
65,60,PARM-DATA IS NUMERIC,PERFORM 9800-BAD-PARM,684,FULL,928,"IF PARM-DATA IS NUMERIC
            MOVE PARM-DATA TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",IF,681,,MOVE PARM-DATA TO START-NUMBER,,,,
66,61,PARM-LTH = 0,PERFORM 9800-BAD-PARM,689,FULL,928,"IF PARM-LTH = 0
            MOVE 1 TO START-NUMBER
        ELSE
            PERFORM 9800-BAD-PARM",IF,686,,MOVE 1 TO START-NUMBER,,,,
67,62,RETURN-CODE = ZERO,,726,FULL,928,"IF RETURN-CODE = ZERO
            PERFORM ERROR-PRINT VARYING ERROR-INDEX
               FROM 1 BY 1 UNTIL ERROR-INDEX GREATER THAN 10",IF,724,,PERFORM ERROR-PRINT VARYING ERROR-INDEX FROM 1 BY 1 UNTIL ERROR-INDEX GREATER THAN 10,,,,
68,63,NOT INFILE-EOF,,55,FULL,929,"IF NOT INFILE-EOF THEN
       MOVE TEXT-PORTION TO MESSANGER

    MOVE SPACES TO CC",IF,52,,MOVE TEXT-PORTION TO MESSANGER MOVE SPACES TO CC,,,,
